                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 1.4182,                  1.159,                 1.6012,                0.89921,                0.85758,                0.91589,                0.51956,                 1.5034,                0.98586,                 1.6829,             0.00032188,             0.00032188,             0.00032188
                    152,                 1.3795,                 1.0769,                 1.5764,                0.84766,                0.81011,                0.87134,                0.50051,                 1.5361,                 1.0133,                 1.6978,             0.00031569,             0.00031569,             0.00031569
                    153,                 1.3445,                 1.0655,                 1.6189,                0.84836,                0.80337,                  0.872,                0.50537,                 1.5507,                 1.0391,                 1.7107,              0.0003095,              0.0003095,              0.0003095
                    154,                 1.4501,                 1.1652,                 1.6473,                0.83109,                0.81343,                 0.8772,                0.51264,                  1.558,                  1.014,                 1.7128,             0.00030331,             0.00030331,             0.00030331
                    155,                 1.3232,                 1.0228,                 1.5506,                0.78343,                0.91066,                0.88815,                0.51093,                 1.4916,                0.95607,                 1.6917,             0.00029713,             0.00029713,             0.00029713
                    156,                 1.2901,                 1.0501,                 1.5442,                0.80424,                0.93095,                0.90058,                0.51663,                 1.4714,                0.93484,                 1.6676,             0.00029094,             0.00029094,             0.00029094
                    157,                 1.2986,                 1.0084,                 1.5536,                0.81167,                0.91667,                 0.9068,                 0.5198,                 1.4733,                0.92898,                 1.6484,             0.00028475,             0.00028475,             0.00028475
                    158,                 1.2374,                0.97796,                 1.5186,                0.86225,                0.85417,                0.91046,                0.53215,                 1.5146,                0.92163,                 1.6408,             0.00027856,             0.00027856,             0.00027856
                    159,                 1.3174,                 1.0434,                 1.5651,                 0.8215,                0.92809,                0.89429,                0.53085,                 1.4947,                0.93283,                 1.6668,             0.00027237,             0.00027237,             0.00027237
                    160,                 1.3137,                 1.0172,                 1.5356,                0.80751,                0.84518,                0.87461,                 0.5023,                 1.4784,                0.99687,                 1.7008,             0.00026619,             0.00026619,             0.00026619
                    161,                 1.3339,                 1.0315,                 1.5828,                0.83326,                0.82666,                0.90178,                0.53295,                 1.4326,                0.98414,                 1.7313,                0.00026,                0.00026,                0.00026
                    162,                 1.2942,                0.98097,                 1.5605,                0.81626,                0.91252,                 0.9204,                 0.5578,                 1.3886,                0.93146,                 1.7147,             0.00025381,             0.00025381,             0.00025381
                    163,                 1.2776,                0.99946,                 1.5585,                0.78448,                0.91194,                0.90362,                0.55206,                 1.3894,                0.94469,                 1.6734,             0.00024762,             0.00024762,             0.00024762
                    164,                 1.3599,                 1.0472,                 1.5586,                0.80251,                0.94596,                0.90957,                0.52561,                 1.4433,                0.95595,                 1.6808,             0.00024144,             0.00024144,             0.00024144
                    165,                 1.2787,                 1.0494,                 1.5498,                0.89555,                0.85814,                0.92977,                0.52584,                 1.4835,                0.94914,                 1.7113,             0.00023525,             0.00023525,             0.00023525
                    166,                 1.2959,                0.98309,                 1.5248,                0.86984,                0.91062,                0.91519,                0.51874,                 1.4718,                0.93928,                 1.7199,             0.00022906,             0.00022906,             0.00022906
                    167,                 1.3221,                 1.0269,                 1.5345,                0.78322,                0.96507,                0.89625,                 0.5071,                 1.4702,                0.96974,                 1.7348,             0.00022288,             0.00022288,             0.00022288
                    168,                 1.2803,                0.95636,                 1.4963,                0.85161,                0.95067,                0.90211,                0.50511,                 1.5097,                0.96665,                 1.7345,             0.00021669,             0.00021669,             0.00021669
                    169,                 1.3287,                 1.0348,                 1.5621,                0.84578,                0.91162,                0.88239,                0.52452,                 1.5051,                0.94755,                 1.7125,              0.0002105,              0.0002105,              0.0002105
                    170,                 1.2716,                 1.0138,                 1.5232,                0.82769,                 0.9136,                0.88659,                0.53767,                 1.4385,                0.92798,                 1.6853,             0.00020431,             0.00020431,             0.00020431
                    171,                 1.2605,                0.98507,                 1.4954,                0.81263,                0.87631,                0.88608,                 0.5622,                 1.3925,                0.94265,                 1.6639,             0.00019813,             0.00019813,             0.00019813
                    172,                 1.2863,                 1.0268,                 1.5398,                0.83779,                0.87822,                0.88054,                0.56874,                 1.3578,                0.92621,                 1.6376,             0.00019194,             0.00019194,             0.00019194
                    173,                  1.217,                0.92513,                 1.4867,                0.83056,                  0.875,                0.91077,                0.57316,                 1.3636,                 0.9068,                 1.6159,             0.00018575,             0.00018575,             0.00018575
                    174,                 1.2756,                0.95963,                 1.4722,                0.82526,                 0.9096,                0.90423,                0.54852,                 1.3947,                0.88918,                 1.6208,             0.00017956,             0.00017956,             0.00017956
                    175,                 1.2544,                0.98185,                 1.5355,                0.86204,                0.88122,                0.91411,                0.54516,                 1.4375,                0.88951,                  1.636,             0.00017338,             0.00017338,             0.00017338
                    176,                 1.3011,                 1.0365,                 1.5332,                0.81947,                0.92469,                0.92209,                0.55357,                 1.4558,                0.88954,                 1.6484,             0.00016719,             0.00016719,             0.00016719
                    177,                 1.2414,                0.92565,                 1.4906,                0.84497,                0.93916,                0.93158,                0.56176,                 1.4344,                0.88806,                 1.6518,               0.000161,               0.000161,               0.000161
                    178,                 1.2383,                0.92668,                 1.4603,                0.85693,                0.95434,                0.93817,                 0.5676,                 1.4115,                0.85964,                  1.647,             0.00015481,             0.00015481,             0.00015481
                    179,                 1.2255,                0.98823,                  1.514,                0.85802,                0.93864,                0.93215,                 0.5683,                 1.3771,                 0.8325,                 1.6385,             0.00014862,             0.00014862,             0.00014862
                    180,                 1.2227,                0.92881,                 1.4936,                0.86996,                0.94171,                 0.9266,                 0.5662,                 1.3707,                0.84146,                 1.6335,             0.00014244,             0.00014244,             0.00014244
                    181,                 1.2405,                0.95385,                 1.5144,                0.88373,                0.89837,                0.93925,                0.55423,                 1.4069,                0.87313,                 1.6382,             0.00013625,             0.00013625,             0.00013625
                    182,                 1.2253,                0.98298,                 1.4995,                0.86784,                0.88125,                0.93227,                 0.5472,                 1.4266,                0.90184,                   1.65,             0.00013006,             0.00013006,             0.00013006
                    183,                 1.1832,                0.90144,                 1.4659,                0.86738,                0.91739,                0.92008,                0.56568,                  1.399,                0.89355,                 1.6512,             0.00012387,             0.00012387,             0.00012387
                    184,                 1.1642,                0.87454,                 1.4741,                0.86872,                0.92093,                0.91338,                0.56721,                 1.3752,                0.87491,                 1.6457,             0.00011769,             0.00011769,             0.00011769
                    185,                 1.2036,                0.91714,                 1.4705,                0.87268,                0.93153,                0.91227,                0.58359,                 1.3793,                0.86169,                 1.6342,              0.0001115,              0.0001115,              0.0001115
                    186,                 1.1364,                0.90592,                 1.4513,                0.87197,                0.93389,                0.90976,                0.57847,                 1.4139,                0.88303,                 1.6371,             0.00010531,             0.00010531,             0.00010531
                    187,                 1.1365,                 0.8545,                 1.4421,                0.82031,                0.96371,                0.89522,                0.55156,                 1.4583,                0.91178,                  1.654,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    188,                 1.1618,                0.86887,                  1.449,                 0.8229,                0.96469,                0.88888,                0.54547,                 1.4625,                0.91192,                 1.6532,             9.2937e-05,             9.2937e-05,             9.2937e-05
                    189,                 1.1739,                0.90311,                 1.4749,                 0.8321,                0.91667,                0.89875,                0.55025,                 1.4487,                0.91061,                 1.6389,              8.675e-05,              8.675e-05,              8.675e-05
                    190,                 1.1113,                0.85917,                 1.4796,                0.87124,                0.89283,                0.90581,                0.55838,                  1.412,                0.89424,                 1.6152,             8.0563e-05,             8.0563e-05,             8.0563e-05
                    191,                 1.3294,                  1.031,                 1.4551,                0.88655,                0.91667,                0.92988,                0.56015,                 1.3736,                0.88113,                 1.6026,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    192,                 1.3071,                  0.991,                 1.4581,                0.91878,                 0.9169,                0.95964,                0.57266,                 1.3495,                0.86561,                 1.5967,             6.8188e-05,             6.8188e-05,             6.8188e-05
                    193,                 1.2394,                0.96781,                 1.4033,                 0.9599,                0.90091,                0.96179,                0.56413,                  1.343,                0.86906,                 1.5999,                6.2e-05,                6.2e-05,                6.2e-05
                    194,                 1.2037,                0.90637,                  1.394,                0.85048,                 0.9375,                 0.9472,                0.56626,                 1.3503,                0.89185,                 1.6132,             5.5813e-05,             5.5813e-05,             5.5813e-05
                    195,                 1.1885,                0.87902,                  1.409,                0.85357,                0.93019,                0.94078,                0.55383,                 1.3881,                0.91676,                   1.64,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    196,                 1.2722,                0.89381,                 1.4754,                0.88495,                0.92853,                0.93614,                0.56062,                 1.3944,                0.92714,                 1.6481,             4.3438e-05,             4.3438e-05,             4.3438e-05
                    197,                 1.2199,                0.88416,                 1.4308,                0.87139,                0.93579,                0.93443,                0.56972,                 1.3743,                0.92211,                 1.6442,              3.725e-05,              3.725e-05,              3.725e-05
                    198,                 1.2253,                0.84331,                 1.4219,                0.87369,                0.93552,                0.93405,                0.57757,                  1.347,                0.90963,                 1.6336,             3.1063e-05,             3.1063e-05,             3.1063e-05
                    199,                 1.2464,                0.83953,                  1.396,                0.87992,                0.93507,                0.94207,                0.59103,                 1.3186,                0.88287,                 1.6165,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    200,                 1.1905,                0.82137,                 1.3979,                0.89633,                0.91398,                0.95684,                0.60752,                  1.299,                0.85827,                 1.6077,             1.8688e-05,             1.8688e-05,             1.8688e-05
