                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.59635,                0.42284,                0.92215,                0.96213,                0.96267,                0.98604,                0.73844,                0.93901,                0.52249,                 1.1763,             0.00033425,             0.00033425,             0.00033425
                    150,                0.62781,                0.44438,                0.94088,                 0.9617,                0.97697,                0.98199,                0.73133,                0.93637,                0.49936,                  1.173,             0.00032806,             0.00032806,             0.00032806
                    151,                0.62634,                0.46535,                0.93655,                 0.9875,                0.96927,                   0.99,                0.72766,                   0.93,                0.48946,                 1.1523,             0.00032188,             0.00032188,             0.00032188
                    152,                0.57714,                 0.4293,                0.91747,                0.98321,                0.97406,                0.99214,                0.73544,                0.93754,                0.48827,                 1.1433,             0.00031569,             0.00031569,             0.00031569
                    153,                0.61229,                0.42502,                0.93824,                0.97994,                0.97917,                0.99346,                0.73669,                0.92523,                0.47851,                 1.1347,              0.0003095,              0.0003095,              0.0003095
                    154,                0.63739,                0.45117,                0.94011,                 0.9608,                0.97917,                0.98712,                0.73058,                0.93802,                 0.4805,                 1.1471,             0.00030331,             0.00030331,             0.00030331
                    155,                0.56893,                 0.4066,                 0.9404,                0.96543,                0.97917,                0.98865,                0.72389,                 0.9556,                0.48607,                 1.1534,             0.00029713,             0.00029713,             0.00029713
                    156,                0.59384,                 0.4226,                0.91978,                0.96768,                0.97917,                0.98865,                0.72169,                0.95281,                0.48451,                 1.1437,             0.00029094,             0.00029094,             0.00029094
                    157,                0.57602,                0.41581,                  0.923,                0.96319,                0.97917,                0.98865,                0.72368,                0.94713,                0.48647,                 1.1348,             0.00028475,             0.00028475,             0.00028475
                    158,                0.56032,                  0.399,                0.92023,                0.95012,                0.97948,                0.98712,                0.73388,                0.93806,                 0.4734,                 1.1383,             0.00027856,             0.00027856,             0.00027856
                    159,                0.57119,                0.41827,                0.92355,                0.96438,                0.98645,                0.99346,                0.74416,                0.92085,                0.47575,                  1.138,             0.00027237,             0.00027237,             0.00027237
                    160,                0.57563,                0.42472,                0.91985,                0.96545,                0.99903,                0.99346,                  0.742,                0.93084,                0.47783,                 1.1567,             0.00026619,             0.00026619,             0.00026619
                    161,                0.61758,                0.41923,                0.93163,                0.96423,                      1,                0.99346,                0.73944,                0.93394,                0.47542,                 1.1679,                0.00026,                0.00026,                0.00026
                    162,                0.57668,                0.40452,                0.93855,                 0.9481,                      1,                0.99346,                  0.754,                0.90829,                0.46673,                 1.1452,             0.00025381,             0.00025381,             0.00025381
                    163,                0.57245,                0.40242,                0.92166,                0.95836,                0.97917,                0.99192,                0.75494,                0.89323,                0.47402,                 1.1453,             0.00024762,             0.00024762,             0.00024762
                    164,                0.58799,                0.43076,                0.93728,                0.94424,                0.97917,                0.98706,                0.73597,                0.88712,                 0.4736,                 1.1445,             0.00024144,             0.00024144,             0.00024144
                    165,                0.59314,                0.44462,                0.93838,                0.95496,                 0.9957,                0.98693,                0.73853,                0.89646,                0.47895,                 1.1415,             0.00023525,             0.00023525,             0.00023525
                    166,                0.55174,                0.40274,                0.91441,                0.95174,                0.95908,                0.98365,                0.74783,                0.90446,                0.48905,                 1.1489,             0.00022906,             0.00022906,             0.00022906
                    167,                0.54441,                0.41942,                0.92025,                0.92858,                0.97804,                0.97869,                0.72999,                0.92763,                0.48618,                 1.1486,             0.00022288,             0.00022288,             0.00022288
                    168,                 0.5597,                0.41242,                0.92002,                0.92558,                0.97917,                0.97955,                0.72811,                 0.9502,                0.48915,                 1.1514,             0.00021669,             0.00021669,             0.00021669
                    169,                0.58029,                0.40734,                0.91739,                0.92574,                0.97775,                0.98272,                0.72815,                0.95371,                 0.4948,                 1.1498,              0.0002105,              0.0002105,              0.0002105
                    170,                0.56169,                0.40843,                0.91536,                0.94317,                0.99411,                0.98542,                0.72581,                0.95185,                 0.4958,                 1.1354,             0.00020431,             0.00020431,             0.00020431
                    171,                0.54802,                0.42298,                0.90408,                0.95288,                 0.9827,                0.98542,                0.73232,                0.94373,                 0.5067,                 1.1231,             0.00019813,             0.00019813,             0.00019813
                    172,                0.54252,                0.40191,                0.91107,                0.95526,                0.97917,                0.98693,                0.72717,                0.94784,                0.50382,                 1.1251,             0.00019194,             0.00019194,             0.00019194
                    173,                0.56242,                0.40097,                0.90998,                0.96758,                0.97917,                0.98693,                0.72266,                0.95013,                 0.5002,                  1.129,             0.00018575,             0.00018575,             0.00018575
                    174,                 0.5546,                0.40714,                0.91533,                0.96799,                0.99463,                0.98865,                0.71965,                0.94021,                0.49404,                 1.1369,             0.00017956,             0.00017956,             0.00017956
                    175,                0.52972,                0.40173,                0.90866,                0.96868,                0.99599,                0.98865,                0.72421,                0.92515,                0.49477,                 1.1394,             0.00017338,             0.00017338,             0.00017338
                    176,                0.53698,                  0.385,                0.91921,                0.96988,                0.99779,                0.98865,                0.72382,                0.92942,                0.48286,                 1.1367,             0.00016719,             0.00016719,             0.00016719
                    177,                0.52923,                 0.3866,                0.89838,                0.95659,                0.99254,                0.98865,                0.72018,                0.93361,                0.47672,                 1.1383,               0.000161,               0.000161,               0.000161
                    178,                0.53199,                0.37616,                0.91818,                0.96648,                      1,                0.98865,                0.71411,                0.95558,                0.47308,                 1.1361,             0.00015481,             0.00015481,             0.00015481
                    179,                0.52114,                0.39313,                0.90708,                0.97291,                      1,                0.98865,                0.71674,                0.96251,                0.46988,                 1.1343,             0.00014862,             0.00014862,             0.00014862
                    180,                0.52164,                0.38024,                0.90338,                0.97204,                0.99932,                0.99019,                0.72074,                0.95564,                0.47121,                 1.1354,             0.00014244,             0.00014244,             0.00014244
                    181,                0.52753,                0.37772,                0.91197,                0.98449,                0.97917,                0.99346,                0.73241,                0.94509,                0.46207,                 1.1388,             0.00013625,             0.00013625,             0.00013625
                    182,                0.53219,                 0.3962,                0.90714,                0.98608,                0.97917,                0.99346,                0.72945,                0.92925,                 0.4599,                 1.1412,             0.00013006,             0.00013006,             0.00013006
                    183,                 0.5108,                0.37231,                0.91202,                0.96668,                0.97583,                0.98479,                0.73507,                0.91391,                0.45298,                 1.1392,             0.00012387,             0.00012387,             0.00012387
                    184,                0.46329,                0.35312,                0.88902,                0.96537,                0.97789,                0.98391,                0.73306,                0.91696,                0.45425,                 1.1401,             0.00011769,             0.00011769,             0.00011769
                    185,                0.48402,                0.36232,                0.89302,                0.96503,                0.97824,                0.98745,                 0.7398,                0.91845,                0.45205,                 1.1447,              0.0001115,              0.0001115,              0.0001115
                    186,                0.46249,                0.36098,                0.88674,                0.96549,                0.97857,                0.98912,                0.73752,                0.91416,                0.46097,                 1.1487,             0.00010531,             0.00010531,             0.00010531
                    187,                0.50596,                0.37546,                0.89712,                0.96534,                0.97758,                0.98833,                0.74297,                0.90096,                0.46359,                 1.1481,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    188,                0.51606,                0.36375,                0.90393,                0.98586,                0.99865,                  0.995,                  0.745,                0.90137,                0.46141,                 1.1489,             9.2937e-05,             9.2937e-05,             9.2937e-05
                    189,                 0.5019,                0.36538,                0.91449,                 0.9865,                0.99921,                  0.995,                 0.7409,                0.91056,                0.46107,                 1.1513,              8.675e-05,              8.675e-05,              8.675e-05
                    190,                0.44806,                0.33508,                0.88776,                0.98948,                0.99385,                  0.995,                0.74729,                0.92202,                0.46753,                 1.1551,             8.0563e-05,             8.0563e-05,             8.0563e-05
                    191,                0.49987,                0.36724,                0.87795,                0.98956,                0.99535,                  0.995,                0.74672,                 0.9324,                0.46215,                  1.156,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    192,                0.52756,                0.39151,                0.87573,                0.99044,                 0.9994,                  0.995,                0.75277,                 0.9334,                0.46233,                 1.1533,             6.8188e-05,             6.8188e-05,             6.8188e-05
                    193,                0.51541,                0.35204,                0.86425,                0.99024,                      1,                  0.995,                0.74839,                0.92579,                 0.4575,                 1.1489,                6.2e-05,                6.2e-05,                6.2e-05
                    194,                0.51548,                 0.3564,                0.86545,                 0.9903,                      1,                  0.995,                0.75326,                  0.919,                0.45826,                 1.1481,             5.5813e-05,             5.5813e-05,             5.5813e-05
                    195,                0.48837,                0.37144,                 0.8779,                0.99051,                      1,                  0.995,                0.75394,                0.91518,                0.45784,                   1.15,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    196,                0.49269,                0.36086,                0.86778,                0.99114,                      1,                  0.995,                0.74202,                0.91148,                0.45578,                 1.1462,             4.3438e-05,             4.3438e-05,             4.3438e-05
                    197,                0.50851,                0.38127,                0.87366,                 0.9868,                      1,                  0.995,                0.73621,                0.90589,                0.46177,                 1.1456,              3.725e-05,              3.725e-05,              3.725e-05
                    198,                0.49049,                0.34109,                0.85748,                0.98866,                      1,                  0.995,                0.73807,                0.90915,                0.46716,                  1.143,             3.1063e-05,             3.1063e-05,             3.1063e-05
                    199,                0.48525,                0.35253,                0.83782,                 0.9697,                0.97839,                0.98745,                0.73515,                0.91549,                0.46856,                 1.1415,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    200,                0.46494,                0.34364,                0.86221,                 0.9612,                0.97917,                0.98833,                0.73162,                0.91716,                0.47119,                 1.1434,             1.8688e-05,             1.8688e-05,             1.8688e-05
